rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp	blog	web	TVM	spok	fic	mag	news	acad	blogPM	webPM	TVMPM	spokPM	ficPM	magPM	newsPM	acadPM
888	physical	j	109576	110.35	0.07	0.00	46724	0.92	12518	15522	4082	6197	5505	13788	8225	43739	100.75	120.69	31.87	49.13	46.53	109.35	67.56	365.13
889	growth	n	109567	110.34	0.05	0.01	42350	0.94	15273	15579	1081	8198	1531	20874	17475	29556	122.92	121.13	8.44	64.99	12.94	165.55	143.54	246.73
890	rise	v	109035	109.80	0.07	0.01	61093	0.96	10895	13365	4909	8896	25501	18516	17716	9237	87.68	103.92	38.33	70.53	215.52	146.85	145.52	77.11
891	hi	u	108665	109.43	0.89	0.03	33651	0.91	5980	4431	71520	19377	5251	898	586	622	48.13	34.45	558.42	153.62	44.38	7.12	4.81	5.19
892	standard	n	107818	108.58	0.12	0.00	47210	0.93	14536	16137	1840	10107	2173	13639	13813	35573	116.99	125.47	14.37	80.13	18.37	108.17	113.46	296.96
893	force	v	107636	108.39	0.02	0.00	68004	0.97	18126	16915	6537	10971	12901	14185	17580	10421	145.88	131.52	51.04	86.98	109.03	112.50	144.40	86.99
894	sign	v	107633	108.39	0.08	0.01	61843	0.96	13956	14362	13739	13183	7220	15699	23500	5974	112.32	111.67	107.27	104.51	61.02	124.51	193.03	49.87
895	fan	n	107631	108.39	0.06	0.01	49601	0.95	24951	18077	6874	10247	4651	15161	23439	4231	200.81	140.55	53.67	81.24	39.31	120.24	192.53	35.32
896	theory	n	107486	108.24	0.08	0.00	38030	0.92	14869	17804	5569	6448	4293	11983	5129	41391	119.67	138.43	43.48	51.12	36.28	95.03	42.13	345.53
897	staff	n	107396	108.15	0.13	0.01	54450	0.95	11272	12777	4063	11680	5773	13606	28258	19967	90.72	99.34	31.72	92.60	48.79	107.91	232.11	166.68
898	hurt	v	107262	108.02	0.03	0.01	57630	0.98	11892	10636	33395	15496	16890	7451	9517	1985	95.71	82.70	260.75	122.85	142.75	59.09	78.17	16.57
899	legal	j	107134	107.89	0.08	0.01	46687	0.95	15653	16438	4774	15722	3693	11457	17968	21429	125.98	127.81	37.28	124.64	31.21	90.86	147.59	178.89
900	september	n	106932	107.68	0.28	0.00	154	0.71	2305	2713	11	25	79	2707	20800	1708	18.55	21.09	0.09	0.20	0.67	21.47	170.85	14.26
901	set	n	106920	107.67	0.03	0.01	58839	0.96	13686	15710	6565	8255	9481	18334	10978	23911	110.15	122.15	51.26	65.45	80.13	145.40	90.17	199.61
902	outside	i	106572	107.32	0.06	0.01	71087	0.98	13274	13388	7509	12114	15252	14254	16466	14315	106.83	104.09	58.63	96.04	128.90	113.05	135.25	119.50
903	et	r	106546	107.29	0.00	0.00	13325	0.70	2670	5321	363	2114	468	918	251	94441	21.49	41.37	2.83	16.76	3.96	7.28	2.06	788.39
904	strategy	n	106236	106.98	0.07	0.01	45810	0.91	13150	12696	2055	9242	1379	13852	10060	43802	105.83	98.71	16.05	73.27	11.65	109.86	82.63	365.66
905	clearly	r	105965	106.71	0.13	0.00	64590	0.97	17978	16133	5498	18083	9753	10818	8557	19145	144.69	125.44	42.93	143.36	82.43	85.80	70.29	159.82
906	property	n	105851	106.59	0.06	0.00	42218	0.95	14753	22067	5060	5492	5122	12954	20708	19695	118.73	171.58	39.51	43.54	43.29	102.74	170.10	164.41
907	lay	v	105812	106.56	0.05	0.00	60479	0.96	9390	12908	11415	10479	31030	13832	9580	7178	75.57	100.36	89.13	83.08	262.25	109.70	78.69	59.92
908	final	j	105688	106.43	0.07	0.01	65269	0.97	12883	16285	6799	11867	8986	13170	17540	18158	103.68	126.62	53.09	94.08	75.95	104.45	144.08	151.58
909	authority	n	105586	106.33	0.13	0.00	49319	0.95	11652	16738	4189	13978	4189	10368	20471	24001	93.78	130.14	32.71	110.82	35.40	82.23	168.15	200.36
910	perfect	j	105560	106.30	0.10	0.01	64004	0.98	15834	15273	22233	9643	13734	15336	9400	4107	127.43	118.75	173.59	76.45	116.07	121.63	77.21	34.28
911	method	n	105544	106.29	0.11	0.02	42073	0.89	13385	19393	1793	2632	2137	12313	5380	48511	107.72	150.79	14.00	20.87	18.06	97.65	44.19	404.97
912	region	n	105382	106.12	0.06	0.00	41733	0.93	9892	16138	1244	9199	2087	15648	18471	32703	79.61	125.48	9.71	72.93	17.64	124.10	151.72	273.00
913	since	i	105367	106.11	0.21	0.00	73790	0.95	14713	14598	4222	10277	4955	16841	29572	10189	118.41	113.50	32.97	81.48	41.88	133.56	242.91	85.06
914	impact	n	105330	106.07	0.05	0.01	54182	0.94	14157	14238	2117	10917	2614	15672	12555	33060	113.94	110.70	16.53	86.55	22.09	124.29	103.13	275.98
915	indicate	v	105304	106.04	0.01	0.00	48772	0.89	8381	13484	2582	6861	5178	10148	7277	51393	67.45	104.84	20.16	54.39	43.76	80.48	59.77	429.02
916	safe	j	105273	105.67	0.06	0.01	59859	0.99	13246	13136	21514	14212	11993	13152	10546	7137	106.60	102.14	167.98	112.67	101.36	104.31	86.63	59.58
917	committee	n	105133	105.87	0.50	0.01	39337	0.94	8789	15462	2507	22590	2099	11307	23692	18687	70.73	120.22	19.57	179.09	17.74	89.67	194.61	156.00
918	supposed	j	105037	105.78	0.02	0.01	60402	0.98	12093	10918	34792	13933	14848	7381	7547	3525	97.33	84.89	271.65	110.46	125.49	58.54	61.99	29.43
919	dream	n	104797	105.53	0.12	0.02	50934	0.98	11384	14311	20692	10118	19838	12236	10756	5462	91.62	111.27	161.56	80.22	167.66	97.04	88.35	45.60
920	training	n	104563	105.30	0.07	0.01	44829	0.94	11252	12725	4340	7950	4107	14434	17755	32000	90.56	98.94	33.89	63.03	34.71	114.47	145.84	267.13
921	shit	n	104498	105.23	0.22	0.02	18541	0.85	8998	5681	73057	66	14452	1977	17	250	72.42	44.17	570.43	0.52	122.14	15.68	0.14	2.09
922	central	j	104403	105.14	0.42	0.01	54492	0.95	10383	12550	3615	9693	4825	15293	20906	27138	83.56	97.58	28.23	76.85	40.78	121.29	171.72	226.55
923	option	n	104245	104.98	0.04	0.01	55145	0.96	21738	19949	5130	8899	3220	17684	14320	13305	174.95	155.11	40.05	70.55	27.21	140.25	117.63	111.07
924	eight	m	104060	104.79	0.11	0.01	68103	0.97	6759	8946	12063	16438	11795	16363	21808	9888	54.40	69.56	94.19	130.32	99.69	129.77	179.13	82.54
925	particularly	r	104018	104.75	0.03	0.00	65729	0.95	13230	13995	2082	14260	5404	15027	13468	26552	106.48	108.81	16.26	113.05	45.67	119.18	110.63	221.65
926	completely	r	103941	104.67	0.03	0.01	65112	0.97	22634	19067	11968	12158	11193	12169	7046	7706	182.16	148.25	93.45	96.39	94.60	96.51	57.88	64.33
927	opinion	n	103920	104.65	0.04	0.01	52633	0.95	26143	21183	5237	13495	4733	7606	9636	15887	210.40	164.70	40.89	106.99	40.00	60.32	79.15	132.62
928	main	j	103803	104.53	0.07	0.01	63586	0.97	15713	17315	5020	8688	9659	13916	13827	19665	126.46	134.63	39.20	68.88	81.63	110.36	113.58	164.16
929	ten	m	103677	104.41	0.23	0.01	56691	0.97	10232	11756	16418	8451	25033	13923	7047	10895	82.35	91.41	128.19	67.00	211.57	110.42	57.88	90.95
930	interview	n	103566	104.29	0.05	0.00	50638	0.95	12433	13705	5110	19727	3672	10043	19386	19490	100.06	106.56	39.90	156.40	31.03	79.65	159.24	162.70
931	exist	v	103550	104.28	0.01	0.00	57471	0.96	18667	20170	6863	8114	7253	11835	7245	23403	150.23	156.83	53.59	64.33	61.30	93.86	59.51	195.37
932	remove	v	103480	104.21	0.10	0.00	58165	0.97	14256	16294	5359	7025	11277	22028	15205	12036	114.73	126.69	41.84	55.69	95.31	174.70	124.90	100.48
933	dark	j	103384	104.11	0.11	0.01	51139	0.93	9485	12256	8913	5256	37545	17557	7685	4687	76.34	95.29	69.59	41.67	317.31	139.24	63.13	39.13
934	play	n	103352	104.08	0.06	0.01	48207	0.96	16169	13586	8895	8254	7085	12386	24408	12569	130.13	105.63	69.45	65.44	59.88	98.23	200.49	104.92
935	union	n	102805	103.53	0.48	0.00	37367	0.94	15954	14893	3131	16834	2860	12284	20714	16137	128.40	115.80	24.45	133.46	24.17	97.42	170.15	134.71
936	professor	n	102741	103.46	0.36	0.01	46342	0.97	9925	12722	7454	13852	8004	17056	16960	16768	79.88	98.92	58.20	109.82	67.65	135.27	139.31	139.98
937	pressure	n	102669	103.39	0.03	0.00	54916	0.97	10503	11118	7734	13664	5847	18322	14562	20919	84.53	86.45	60.39	108.33	49.42	145.31	119.61	174.63
938	purpose	n	102642	103.36	0.02	0.00	56381	0.94	15031	20804	5324	7439	6618	10973	6530	29923	120.97	161.76	41.57	58.98	55.93	87.02	53.64	249.79
939	stage	n	102611	103.33	0.07	0.01	53349	0.97	10845	12860	6639	13234	8967	14106	14999	20961	87.28	99.99	51.84	104.92	75.78	111.87	123.20	174.98
940	blue	j	102172	102.89	0.23	0.01	51242	0.95	9158	9808	11766	6331	31442	16292	12408	4967	73.70	76.26	91.87	50.19	265.73	129.21	101.92	41.46
941	herself	p	102154	102.87	0.00	0.00	43477	0.90	6266	8666	6746	7245	50076	10227	7409	5521	50.43	67.38	52.67	57.44	423.22	81.11	60.86	46.09
942	sun	n	102043	102.76	0.31	0.01	43675	0.95	9059	13611	9035	4408	27090	21239	10639	6962	72.91	105.83	70.54	34.95	228.95	168.44	87.39	58.12
943	pain	n	101918	102.63	0.05	0.01	45268	0.98	11926	14561	14027	9703	18730	14518	8062	10391	95.98	113.22	109.52	76.93	158.30	115.14	66.22	86.74
944	artist	n	101861	102.58	0.08	0.01	33830	0.94	11061	11536	5435	6511	5186	29717	17161	15254	89.02	89.70	42.44	51.62	43.83	235.68	140.96	127.34
945	employee	n	101818	102.53	0.06	0.01	38557	0.95	16279	16956	3233	8647	2753	15226	26903	11821	131.01	131.84	25.24	68.55	23.27	120.75	220.98	98.68
946	avoid	v	101794	102.51	0.05	0.00	65736	0.97	16323	17074	4796	7197	9682	18445	12552	15725	131.37	132.75	37.45	57.06	81.83	146.28	103.10	131.27
947	account	n	101683	102.40	0.03	0.00	49404	0.96	15338	21880	5335	7469	4743	15265	13428	18225	123.44	170.12	41.66	59.21	40.09	121.06	110.30	152.14
948	release	v	101668	102.38	0.04	0.00	61223	0.96	15253	18137	6618	14687	6900	15285	18320	6468	122.76	141.02	51.67	116.44	58.32	121.22	150.48	53.99
949	fund	n	101503	102.22	0.17	0.01	37346	0.92	11577	13793	2283	8659	1676	25572	25543	12400	93.17	107.24	17.83	68.65	14.16	202.81	209.81	103.51
950	environment	n	101479	102.19	0.06	0.00	47538	0.92	12931	13909	2391	7676	1970	14465	9655	38482	104.07	108.15	18.67	60.86	16.65	114.72	79.31	321.24
951	treat	v	101438	102.15	0.03	0.00	57807	0.98	14870	15357	10131	12869	6292	15657	11441	14821	119.67	119.40	79.10	102.03	53.18	124.17	93.98	123.72
952	specific	j	101222	101.93	0.02	0.00	53147	0.92	14400	17380	2864	8368	2199	10955	6549	38507	115.89	135.13	22.36	66.34	18.58	86.88	53.79	321.45
953	version	n	101091	101.80	0.04	0.00	54543	0.95	17657	23680	2766	6258	4638	18408	12080	15604	142.10	184.12	21.60	49.61	39.20	145.99	99.23	130.26
954	shot	n	101016	101.73	0.05	0.02	49223	0.98	12295	10022	20279	11365	12854	15806	16184	2211	98.95	77.92	158.34	90.10	108.64	125.35	132.94	18.46
955	hate	v	100757	101.46	0.05	0.02	50169	0.97	17296	13548	31599	9010	17161	5967	4760	1416	139.20	105.34	246.72	71.43	145.04	47.32	39.10	11.82
956	reality	n	100700	101.41	0.05	0.01	53991	0.96	19908	18160	4494	11219	5798	13394	9673	18054	160.22	141.20	35.09	88.94	49.00	106.22	79.45	150.71
957	visit	v	100463	101.17	0.05	0.00	64009	0.97	13581	14249	7175	8906	12176	17809	17146	9421	109.30	110.79	56.02	70.61	102.91	141.24	140.84	78.65
958	club	n	100411	101.12	0.32	0.02	43022	0.96	9380	9435	13343	7046	9305	18269	25934	7699	75.49	73.36	104.18	55.86	78.64	144.89	213.02	64.27
959	justice	n	100360	101.07	0.39	0.01	39144	0.95	10876	14656	5800	20268	3736	10968	17007	17049	87.53	113.95	45.29	160.68	31.57	86.98	139.70	142.32
960	river	n	100270	100.97	0.46	0.01	35612	0.95	5939	9498	6668	6474	18549	22273	18725	12144	47.80	73.85	52.06	51.33	156.77	176.64	153.81	101.38
961	brain	n	100235	100.94	0.08	0.02	38205	0.97	12606	15720	15760	9167	12002	20293	6092	8595	101.45	122.23	123.05	72.68	101.43	160.94	50.04	71.75
962	memory	n	100235	100.94	0.06	0.01	48301	0.97	10500	12708	10101	8003	19557	14509	9505	15352	84.50	98.81	78.87	63.45	165.29	115.07	78.07	128.16
963	rock	n	100028	100.73	0.23	0.02	42763	0.97	8066	11293	12670	8161	18882	19730	15824	5402	64.92	87.81	98.93	64.70	159.58	156.47	129.98	45.10
964	talk	n	99986	100.69	0.11	0.05	60475	0.97	11950	11476	11911	24666	9388	10217	15315	5063	96.17	89.23	93.00	195.55	79.34	81.03	125.80	42.27
965	camera	n	99855	100.56	0.07	0.03	37790	0.96	11066	10208	12573	22621	13398	15372	8394	6223	89.06	79.37	98.17	179.34	113.23	121.91	68.95	51.95
966	global	j	99848	100.55	0.18	0.01	38124	0.94	18175	18416	1645	6756	1085	16905	11343	25523	146.27	143.19	12.84	53.56	9.17	134.07	93.17	213.06
967	various	j	99838	100.54	0.04	0.00	59195	0.94	14497	16657	1166	6699	6590	13094	9128	32007	116.67	129.51	9.10	53.11	55.70	103.85	74.98	267.19
968	arrive	v	99819	100.52	0.02	0.00	62529	0.97	8386	11344	8280	9250	21504	16339	16846	7870	67.49	88.20	64.65	73.33	181.74	129.58	138.37	65.70
969	notice	v	99709	100.41	0.05	0.00	59214	0.96	15376	14129	11630	8480	28400	10545	6324	4825	123.75	109.86	90.81	67.23	240.02	83.63	51.95	40.28
970	bit	r	99520	100.22	0.01	0.00	62496	0.97	20425	14948	13547	18715	12350	9913	7688	1934	164.38	116.22	105.77	148.37	104.38	78.62	63.15	16.14
971	detail	n	99477	100.18	0.05	0.01	62591	0.97	14320	16045	6227	11697	8935	17156	11865	13232	115.25	124.75	48.62	92.73	75.51	136.06	97.46	110.46
972	challenge	n	99455	100.15	0.06	0.01	56680	0.95	13242	12611	5160	11012	2660	15135	14930	24705	106.57	98.05	40.29	87.30	22.48	120.03	122.64	206.24
973	argument	n	99403	100.10	0.02	0.00	41501	0.94	24568	20618	2847	13778	4366	7388	7213	18625	197.72	160.31	22.23	109.23	36.90	58.59	59.25	155.48
974	lot	r	99278	99.98	0.01	0.01	63995	0.96	16561	11581	18791	24949	7474	8900	9513	1509	133.28	90.05	146.72	197.80	63.17	70.58	78.14	12.60
975	nobody	p	99029	99.72	0.40	0.01	53615	0.97	10060	8397	29907	17928	15759	7292	8006	1696	80.96	65.29	233.51	142.13	133.19	57.83	65.76	14.16
976	weapon	n	98828	99.52	0.04	0.01	35902	0.96	9046	12516	14635	22195	8904	9940	12831	8761	72.80	97.31	114.27	175.96	75.25	78.83	105.40	73.14
977	best	r	98807	99.50	0.12	0.01	68176	0.98	16146	15150	8703	8843	7680	17155	13493	11637	129.94	117.79	67.95	70.11	64.91	136.05	110.83	97.14
978	station	n	98720	99.41	0.14	0.02	43970	0.97	10287	10689	11425	12294	16278	11181	19719	6847	82.79	83.11	89.21	97.47	137.57	88.67	161.97	57.16
979	island	n	98596	99.29	0.49	0.01	36301	0.97	9254	10918	8506	8621	12352	20033	16341	12571	74.48	84.89	66.41	68.35	104.39	158.88	134.23	104.94
980	absolutely	r	98574	99.27	0.30	0.01	56306	0.93	15038	11767	14781	38528	5621	5529	5285	2025	121.03	91.49	115.41	305.45	47.51	43.85	43.41	16.90
981	instead	r	98540	99.23	0.44	0.00	68365	0.97	15889	15494	4035	5685	14719	16973	12729	13016	127.88	120.47	31.51	45.07	124.40	134.61	104.56	108.66
982	discussion	n	98359	99.05	0.09	0.02	51754	0.93	18827	16127	1817	10738	2913	6559	8898	32480	151.52	125.39	14.19	85.13	24.62	52.02	73.09	271.14
983	instead	i	98231	98.92	0.21	0.00	66518	0.97	19857	17574	6050	8256	11018	15689	11695	8092	159.81	136.64	47.24	65.45	93.12	124.43	96.06	67.55
984	affect	v	98073	98.76	0.01	0.00	56853	0.95	13128	15465	3619	11821	2745	12622	10434	28239	105.65	120.24	28.26	93.72	23.20	100.10	85.71	235.74
985	design	v	97967	98.66	0.03	0.00	57017	0.95	12353	14119	3584	6009	3766	20887	12264	24985	99.42	109.78	27.98	47.64	31.83	165.65	100.74	208.57
986	little	d	97858	98.55	0.08	0.01	68300	0.98	12939	12744	7901	8543	11184	15474	13529	15544	104.13	99.09	61.69	67.73	94.52	122.72	111.13	129.76
987	anyway	r	97831	98.52	0.28	0.01	54639	0.97	15801	11353	28238	11166	20640	5373	4065	1195	127.17	88.27	220.48	88.52	174.44	42.61	33.39	9.98
988	respond	v	97750	98.44	0.02	0.00	60492	0.97	13483	13272	3993	13504	8355	12839	12897	19407	108.51	103.19	31.18	107.06	70.61	101.82	105.94	162.01
989	control	v	97504	98.19	0.04	0.01	55599	0.97	13796	14860	8036	10015	5343	14369	10323	20762	111.03	115.54	62.74	79.40	45.16	113.96	84.79	173.32
990	trouble	n	97439	98.12	0.05	0.01	61394	0.98	9309	9853	22708	14041	16065	11063	10876	3524	74.92	76.61	177.30	111.32	135.77	87.74	89.34	29.42
991	conversation	n	97193	97.88	0.03	0.00	54505	0.97	15021	13325	7712	18389	14447	10273	10086	7940	120.89	103.61	60.21	145.79	122.10	81.47	82.85	66.28
992	manage	v	97135	97.82	0.02	0.00	62573	0.97	15370	14267	5506	6936	15688	15040	12424	11904	123.70	110.93	42.99	54.99	132.59	119.28	102.05	99.37
993	close	r	97117	97.80	0.04	0.01	64919	0.97	11060	11174	9415	10024	23741	13548	11718	6451	89.01	86.88	73.51	79.47	200.65	107.45	96.25	53.85
994	date	n	97094	97.78	0.08	0.01	52530	0.98	11657	18223	18363	8172	7971	12100	10402	10206	93.82	141.69	143.38	64.79	67.37	95.96	85.44	85.20
995	public	n	97031	97.71	0.05	0.00	53626	0.96	13503	14720	2730	17246	1992	12216	17787	16837	108.67	114.45	21.32	136.73	16.84	96.88	146.10	140.55
996	army	n	97025	97.71	0.49	0.01	36060	0.96	7747	12156	8499	13878	8874	16850	18072	10949	62.35	94.52	66.36	110.02	75.00	133.63	148.45	91.40
997	top	j	96997	97.68	0.12	0.02	61807	0.95	13197	13002	4567	12063	5599	18916	24454	5199	106.21	101.09	35.66	95.64	47.32	150.02	200.87	43.40
998	post	v	96926	97.61	0.33	0.00	33033	0.86	38922	39621	1730	2887	1331	4180	6628	1627	313.25	308.06	13.51	22.89	11.25	33.15	54.44	13.58
999	charge	n	96872	97.55	0.03	0.01	52542	0.96	9565	11908	10366	16945	6529	12858	21458	7243	76.98	92.59	80.94	134.34	55.18	101.97	176.26	60.46
1000	seat	n	96853	97.53	0.02	0.01	46829	0.96	8852	9681	12262	9904	24359	11987	15790	4018	71.24	75.27	95.74	78.52	205.87	95.07	129.70	33.54
1001	assume	v	96840	97.52	0.06	0.00	56459	0.97	18791	16728	8333	8562	8740	10321	6298	19067	151.23	130.06	65.06	67.88	73.87	81.85	51.73	159.17
1002	writer	n	96279	96.96	0.08	0.01	47391	0.96	16595	16316	3782	8134	6824	14212	16320	14096	133.56	126.86	29.53	64.49	57.67	112.71	134.05	117.67
1003	perform	v	96202	96.88	0.02	0.00	51709	0.95	10733	15259	4271	7135	4853	13646	12818	27487	86.38	118.64	33.35	56.57	41.02	108.22	105.29	229.46
1004	credit	n	95981	96.66	0.10	0.01	43221	0.96	15980	19417	6421	11405	4020	13331	16775	8632	128.61	150.97	50.13	90.42	33.98	105.73	137.79	72.06
1005	green	j	95937	96.61	0.27	0.01	48582	0.96	10666	9988	7764	5449	20035	20072	15643	6320	85.84	77.66	60.62	43.20	169.33	159.19	128.49	52.76
1006	marriage	n	95885	96.56	0.07	0.00	32829	0.97	15352	15858	8537	12055	9559	13223	10286	11015	123.55	123.30	66.66	95.57	80.79	104.87	84.49	91.95
1007	operation	n	95878	96.55	0.11	0.00	46756	0.96	9447	13718	6088	12636	4259	13511	18639	17580	76.03	106.66	47.53	100.18	35.99	107.15	153.10	146.76
1008	indeed	r	95860	96.53	0.40	0.00	54826	0.96	13759	14951	4267	10441	8550	13743	7519	22630	110.73	116.25	33.32	82.78	72.26	108.99	61.76	188.91
1009	sleep	v	95600	96.27	0.05	0.01	45378	0.95	7241	9495	27541	7110	27158	9281	5434	2340	58.28	73.83	215.04	56.37	229.53	73.61	44.64	19.53
1010	necessary	j	95580	96.25	0.01	0.00	57769	0.95	13757	17898	5104	7041	5800	11243	8739	25998	110.72	139.16	39.85	55.82	49.02	89.17	71.78	217.03
1011	reveal	v	95401	96.07	0.02	0.01	56002	0.95	9943	14419	3024	6687	10945	16507	8339	25537	80.02	112.11	23.61	53.01	92.50	130.91	68.50	213.18
1012	agent	n	95371	96.04	0.16	0.02	37487	0.98	8534	12897	15464	10528	8340	11061	17750	10797	68.68	100.28	120.74	83.47	70.49	87.72	145.80	90.13
1013	access	n	95371	96.04	0.07	0.01	48439	0.95	13188	16390	4736	7958	2957	13337	14453	22352	106.14	127.44	36.98	63.09	24.99	105.77	118.72	186.59
1014	bar	n	95305	95.97	0.13	0.02	43831	0.97	9423	9863	13635	6804	20132	14400	14582	6466	75.84	76.69	106.46	53.94	170.15	114.20	119.78	53.98
1015	debate	n	95244	95.91	0.03	0.00	40461	0.93	18553	14223	1514	24772	1168	8632	12452	13930	149.32	110.59	11.82	196.39	9.87	68.46	102.28	116.29
1016	leg	n	95185	95.85	0.03	0.01	43504	0.93	5999	7196	13407	5782	34858	17163	7399	3381	48.28	55.95	104.68	45.84	294.60	136.12	60.78	28.22
1017	contain	v	95143	95.81	0.01	0.00	52654	0.94	10407	19939	2727	4015	6395	19017	8613	24030	83.76	155.03	21.29	31.83	54.05	150.82	70.75	200.60
1018	beat	v	94941	95.61	0.07	0.01	53471	0.98	11753	10185	16856	11160	11644	13006	18402	1937	94.59	79.19	131.61	88.48	98.41	103.15	151.16	16.17
1019	cool	j	94920	91.40	0.13	0.01	48400	0.97	11097	8999	28848	7668	11711	13887	7075	1482	89.31	69.97	225.24	60.79	98.98	110.13	58.11	12.37
1020	democratic	j	94862	95.53	0.72	0.01	34685	0.93	11956	11634	557	26715	471	10359	18060	15110	96.22	90.46	4.35	211.80	3.98	82.15	148.35	126.14
1021	cold	j	94856	95.52	0.15	0.01	50948	0.96	8206	9384	12470	8575	24948	15233	8738	7302	66.04	72.96	97.37	67.98	210.85	120.81	71.77	60.96
1022	glass	n	94803	95.47	0.04	0.01	42772	0.92	6219	6996	9725	4785	38014	16223	8742	4099	50.05	54.40	75.93	37.94	321.28	128.66	71.81	34.22
1023	improve	v	94764	95.43	0.02	0.00	55843	0.94	14679	14188	1873	6160	2186	15619	14327	25732	118.14	110.32	14.62	48.84	18.47	123.87	117.68	214.81
1024	adult	n	94547	95.21	0.06	0.01	43865	0.95	11473	13296	4021	7792	5262	14531	13145	25027	92.34	103.38	31.40	61.77	44.47	115.24	107.97	208.92
1025	trade	n	94509	95.17	0.18	0.01	38118	0.94	10203	11452	2868	12453	3232	14531	18464	21306	82.11	89.04	22.39	98.73	27.32	115.24	151.67	177.86
1026	religious	j	94485	95.15	0.06	0.00	29761	0.93	14646	14312	2104	7248	2754	13635	10248	29538	117.87	111.28	16.43	57.46	23.28	108.14	84.18	246.58
1027	head	v	94408	95.07	0.04	0.01	61720	0.97	9274	8635	13476	11623	20021	13417	14804	3158	74.64	67.14	105.22	92.15	169.21	106.41	121.60	26.36
1028	review	n	94364	95.03	0.24	0.01	41286	0.92	15526	21740	1681	4888	2603	8218	10030	29678	124.95	169.03	13.13	38.75	22.00	65.18	82.39	247.75
1029	kind	r	94334	95.00	0.04	0.01	48496	0.91	8554	6099	24960	38913	4218	4089	6818	683	68.84	47.42	194.89	308.50	35.65	32.43	56.00	5.70
1030	address	v	94155	94.82	0.02	0.00	52421	0.94	13528	14119	1689	10102	3971	9109	10400	31237	108.87	109.78	13.19	80.09	33.56	72.24	85.43	260.76
1031	association	n	94100	94.76	0.61	0.01	46303	0.92	7299	10613	1084	5719	1447	13329	21969	32640	58.74	82.52	8.46	45.34	12.23	105.71	180.46	272.48
1032	measure	n	93952	94.61	0.04	0.00	41586	0.90	8920	12326	1256	5903	2622	9297	11701	41927	71.79	95.84	9.81	46.80	22.16	73.73	96.11	350.00
1033	stock	n	93809	94.47	0.07	0.01	31533	0.92	10184	9921	2916	11112	3345	25359	24734	6238	81.96	77.14	22.77	88.10	28.27	201.12	203.17	52.07
1034	gas	n	93763	94.42	0.07	0.01	33596	0.97	15043	13237	8119	9122	7434	15640	14130	11038	121.07	102.92	63.39	72.32	62.83	124.04	116.07	92.14
1035	deep	j	93753	94.41	0.07	0.01	58826	0.97	10529	11744	6419	6741	20855	16830	10385	10250	84.74	91.31	50.12	53.44	176.26	133.47	85.30	85.57
